ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
49359622,"MathAn Praha, s.r.o.",112,Společnost s ručením omezeným,1993-05-07,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,62010,Programování
49366076,SPRÁVA PRAŽSKÉHO HRADU,331,Příspěvková organizace,1993-04-19,,13110,Ústřední vládní instituce,250 - 499 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
49366378,CASRI - VĚDECKÉ A SERVISNÍ PRACOVIŠTĚ TĚLESNÉ VÝCHOVY,331,Příspěvková organizace,1993-07-01,,13110,Ústřední vládní instituce,25 - 49 zaměstnanců,93120,Činnosti sportovních klubů
49366661,"Nakladatelství C.H. BECK, organizační složka",421,Odštěpný závod zahraniční právnické osoby,1993-04-30,2012-06-06,,,Neuvedeno,58110,Vydávání knih
49367846,"JUDr. Martin Maisner, Ph.D., advokát",105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1992-01-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,69100,Právní činnosti
49386841,Pavel Kasík,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-10,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,80200,Činnosti související s provozem bezpečnostních systémů
49403893,Olga Vítková,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-12-01,,14200,Osoby samostatně výdělečně činné,Neuvedeno,81290,Ostatní úklidové činnosti
49412663,Renáta Rumpová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-08-23,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,46610,"Velkoobchod se zemědělskými stroji, strojním zařízením a příslušenstvím"
49418823,"Základní škola Hodonín, Vančurova 2, příspěvková organizace",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
49418823,"Základní škola Hodonín, Vančurova 2, příspěvková organizace",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
49434004,ŠROT GEBESHUBER s.r.o.,112,Společnost s ručením omezeným,1993-07-15,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,38320,"Úprava odpadů k dalšímu využití, kromě demontáže vraků, strojů a zařízení"
49434179,"AGRO - Měřín, a.s.",121,Akciová společnost,1993-07-28,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,01500,Smíšené hospodářství
49434586,"CEIT, spol. s r.o.",112,Společnost s ručením omezeným,1993-07-27,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46340,Velkoobchod s nápoji
49434730,ITP s.r.o.,112,Společnost s ručením omezeným,1993-09-06,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,22190,Výroba ostatních pryžových výrobků
49434853,"M - SOFT, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-13,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,47410,"Maloobchod s počítači, počítačovým periferním zařízením a softwarem"
49435612,"RESPONO, a.s.",121,Akciová společnost,1993-08-25,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
49435990,PONTINAGAS s.r.o.,112,Společnost s ručením omezeným,1993-08-05,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
49437593,"Stavební izolace Zlín, s.r.o.",112,Společnost s ručením omezeným,1993-08-20,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43910,Pokrývačské práce
49437976,"""ŠANCE"", družstvo handicapovaných",205,Družstvo,1993-08-23,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,47740,Maloobchod se zdravotnickými a ortopedickými výrobky
49444671,"Zarges CZ, s.r.o.",112,Společnost s ručením omezeným,1993-10-11,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,6 - 9 zaměstnanců,46740,"Velkoobchod s železářským zbožím, instalatérskými a topenářskými potřebami"
49446690,"ENVIRO - EKOANALYTIKA, s.r.o.",112,Společnost s ručením omezeným,1993-09-20,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
49446703,"AMBERG Engineering Brno, a.s.",121,Akciová společnost,1993-09-16,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,71110,Architektonické činnosti
49446703,"AMBERG Engineering Brno, a.s.",121,Akciová společnost,1993-09-16,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,71110,Architektonické činnosti
49448994,Boatsim s.r.o.,112,Společnost s ručením omezeným,1993-10-11,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
49449362,"ENVIGEST, s.r.o.",112,Společnost s ručením omezeným,1993-10-11,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
49450166,"VÍT SPÁČIL - prádelny a čistírny, spol. s r.o.",112,Společnost s ručením omezeným,1993-10-18,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,96010,Praní a chemické čištění textilních a kožešinových výrobků
49450247,LOSENKA s.r.o.,112,Společnost s ručením omezeným,1993-11-04,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,56291,Stravování v závodních kuchyních
49450301,"MOL Česká republika, s.r.o.",112,Společnost s ručením omezeným,1993-11-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,200 - 249 zaměstnanců,4671,"Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky"
49450468,"TOPS, s.r.o. - v likvidaci",112,Společnost s ručením omezeným,1993-10-14,2016-03-15,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
49451871,"Vodovody a kanalizace Kroměříž, a.s.",121,Akciová společnost,1993-11-08,,11001,Nefinanční podniky veřejné,200 - 249 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49452495,"ASEI,spol. s r.o.",112,Společnost s ručením omezeným,1993-11-10,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43290,Ostatní stavební instalace
49452495,"ASEI,spol. s r.o.",112,Společnost s ručením omezeným,1993-11-10,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43290,Ostatní stavební instalace
49453653,"Prototypa-ZM, s.r.o.",112,Společnost s ručením omezeným,1993-11-29,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,7219,Ostatní výzkum a vývoj v oblasti přírodních a technických věd
49453866,"Slovácké vodárny a kanalizace, a. s.",121,Akciová společnost,1993-12-01,,11001,Nefinanční podniky veřejné,250 - 499 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49453874,"VÚSH, a.s.",121,Akciová společnost,1993-12-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
49454501,SDS EXMOST spol. s r.o.,112,Společnost s ručením omezeným,1994-01-04,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,42130,Výstavba mostů a tunelů
49454587,"Vodovody a kanalizace Vyškov,a.s.",121,Akciová společnost,1993-12-01,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49454641,ČAD Blansko a.s.,121,Akciová společnost,1994-01-01,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,49410,Silniční nákladní doprava
49454820,"Červinka, s.r.o.,",112,Společnost s ručením omezeným,1993-11-18,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,71201,Zkoušky a analýzy vyhrazených technických zařízení
49455168,"Vodovody a kanalizace Břeclav, a.s.",121,Akciová společnost,1991-01-01,,11001,Nefinanční podniky veřejné,200 - 249 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49455842,"VODÁRENSKÁ AKCIOVÁ SPOLEČNOST, a.s.",121,Akciová společnost,1993-12-01,,11001,Nefinanční podniky veřejné,1000 - 1499 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49457527,MUDr. Hana Jarošová,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-01-01,,14200,Osoby samostatně výdělečně činné,Neuvedeno,86220,Specializovaná ambulantní zdravotní péče
49458078,Kynologický klub Šlapanice ZO 10302 Moravskoslezského kynologického svazu,736,Pobočný spolek,1990-10-24,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49458159,"Tenisový klub Šlapanice, z.s.",706,Spolek,1993-12-24,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
49458256,SK Šlapanice z.s.,706,Spolek,1994-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
49458558,Společnost pro aktivaci rozvoje Gymnázia,706,Spolek,1994-03-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49458761,"Myslivecká společnost Šlapanice, z.s.",706,Spolek,1992-08-12,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,01700,Lov a odchyt divokých zvířat a související činnosti
49458833,Svazek obcí pro vodovody a kanalizace Šlapanicko,771,Svazek obcí,1993-08-04,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
49459163,Sportovně střelecký klub Tišnov,706,Spolek,1990-05-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
49459180,MUDr. Blanka Ondroušková,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-09-05,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,86220,Specializovaná ambulantní zdravotní péče
49459317,Moravská hasičská jednota,706,Spolek,1991-11-27,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94120,Činnosti profesních organizací
49459368,Mgr. Lenka Mátlová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-10-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,66220,Činnosti zástupců pojišťovny a makléřů
49460668,"Svaz tělesně postižených v České republice, o.s. okresní organizace Brno-venkov",736,Pobočný spolek,1990-05-08,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49461893,Moravská hasičská jednota - hasičský sbor Šlapanice,736,Pobočný spolek,1996-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,84250,Činnosti v oblasti protipožární ochrany
49465473,Židovská obec Brno,721,Církevní organizace,1993-06-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,94910,Činnosti náboženských organizací
49475266,Aleš Kráčalík,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-08-30,,14200,Osoby samostatně výdělečně činné,Neuvedeno,43320,Truhlářské práce
49483625,Igor Černý,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-07-30,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,952,Opravy výrobků pro osobní potřebu a převážně pro domácnost
49500830,Quang Nguyen Thu,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-06-20,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,471,Maloobchod v nespecializovaných prodejnách
49518305,Sdružení obcí Kokořínska,771,Svazek obcí,1994-04-22,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
49520199,Jaromír Šimonek,107,Zemědělský podnikatel - fyzická osoba nezapsaná v obchodním rejstříku,1995-06-15,,14100,Zaměstnavatelé,10 - 19 zaměstnanců,01500,Smíšené hospodářství
49528726,Lenka Fulínová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-09-22,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,74300,Překladatelské a tlumočnické činnosti
49529811,Filip Pazdera,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-11-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,016,Podpůrné činnosti pro zemědělství a posklizňové činnosti
49534963,"Domov Na Zámku Lysá nad Labem, příspěvková organizace",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,87301,Sociální péče v domovech pro seniory
49536575,Jiří Havelka,107,Zemědělský podnikatel - fyzická osoba nezapsaná v obchodním rejstříku,1993-10-04,,14100,Zaměstnavatelé,25 - 49 zaměstnanců,47782,Maloobchod s pevnými palivy
49541323,Ivo Richter,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-25,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,1629,"Výroba ostatních dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku"
49546295,"CÍSAŘ, v.o.s.",111,Veřejná obchodní společnost,1995-01-09,,11002,Nefinanční podniky soukromé národní,Neuvedeno,47789,Ostatní maloobchod s novým zbožím ve specializovaných prodejnách j. n.
49546295,"CÍSAŘ, v.o.s.",111,Veřejná obchodní společnost,1995-01-09,,11002,Nefinanční podniky soukromé národní,Neuvedeno,47789,Ostatní maloobchod s novým zbožím ve specializovaných prodejnách j. n.
49550292,"B.V.S., spol. s r.o.",112,Společnost s ručením omezeným,1993-10-12,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,47789,Ostatní maloobchod s novým zbožím ve specializovaných prodejnách j. n.
49551027,KOMPAKT spol. s.r.o.,112,Společnost s ručením omezeným,1993-09-21,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,73110,Činnosti reklamních agentur
49551655,"TOI TOI, sanitární systémy, s r.o.",112,Společnost s ručením omezeným,1993-11-12,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,37000,Činnosti související s odpadními vodami
49558005,Nadační fond Přerovského jazzového festivalu,118,Nadační fond,1993-05-06,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,900,"Tvůrčí, umělecké a zábavní činnosti"
49558005,Nadační fond Přerovského jazzového festivalu,118,Nadační fond,1993-05-06,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,900,"Tvůrčí, umělecké a zábavní činnosti"
49558048,DIVADLO DOSTAVNÍK PŘEROV o.s.,706,Spolek,1993-05-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,90010,Scénická umění
49558561,Oblastní spolek ČČK Přerov,736,Pobočný spolek,1993-06-05,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,94999,Činnosti ostatních organizací j. n.
49558731,Šermířský spolek Markus M,706,Spolek,1993-11-22,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49558978,"Základní škola a Mateřská škola Přerov, Malá Dlážka 4",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
49562517,Beskydská šachová škola z.s.,706,Spolek,1993-06-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49584839,Pavel Poláček,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-05-09,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
49588711,PharmDr. Stanislav Rovan,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1993-07-01,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,47730,Maloobchod s farmaceutickými přípravky
49593412,Oblastní spolek Českého červeného kříže Ostrava,736,Pobočný spolek,1993-06-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49599046,Libor Breckl,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-05-26,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43910,Pokrývačské práce
49605844,Michal Drábek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-24,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
49607651,KSK DESIGN spol. s r. o.,112,Společnost s ručením omezeným,1994-06-09,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
49607961,"REO TRADE, s.r.o.",112,Společnost s ručením omezeným,1993-11-24,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
49610325,RETIS GROUP s.r.o.,112,Společnost s ručením omezeným,1993-08-16,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,18130,Příprava tisku a digitálních dat
49611691,Ži & Ži s.r.o.,112,Společnost s ručením omezeným,1993-08-16,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
49612158,Albertina icome Praha s.r.o.,112,Společnost s ručením omezeným,1993-05-28,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,62090,Ostatní činnosti v oblasti informačních technologií
49612662,"M B M Trans, s. r. o.",112,Společnost s ručením omezeným,1993-06-08,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
49613791,XENA Praha s.r.o.,112,Společnost s ručením omezeným,1993-06-08,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4642,Velkoobchod s oděvy a obuví
49614967,VIN Consult s.r.o.,112,Společnost s ručením omezeným,1993-06-10,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,620,Činnosti v oblasti informačních technologií
49614967,VIN Consult s.r.o.,112,Společnost s ručením omezeným,1993-06-10,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,620,Činnosti v oblasti informačních technologií
49617061,"SETRA Service Trading, s.r.o.",112,Společnost s ručením omezeným,1992-09-30,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
49617109,AMER SPORTS Czech Republic s.r.o.,112,Společnost s ručením omezeným,1993-06-22,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,46490,Velkoobchod s ostatními výrobky převážně pro domácnost
49617281,Bio-Consult Laboratories spol. s r.o.,112,Společnost s ručením omezeným,1993-06-23,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49617320,"COMPUTER HELP,spol. s r.o.",112,Společnost s ručením omezeným,1993-06-22,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,8559,Ostatní vzdělávání j. n.
49617559,B.M.B. 2 s.r.o. v likvidaci,112,Společnost s ručením omezeným,1993-06-23,,11002,Nefinanční podniky soukromé národní,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
49618407,AQUACENTRUM PRAHA spol. s r.o.,112,Společnost s ručením omezeným,1993-11-05,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,2572,Výroba zámků a kování
49620461,ENERGUS spol. s r.o.,112,Společnost s ručením omezeným,1993-11-15,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46900,Nespecializovaný velkoobchod
49621823,EBSCO Information Services s.r.o.,112,Společnost s ručením omezeným,1993-11-19,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46900,Nespecializovaný velkoobchod
49622005,"M.C.TRITON, spol. s r.o.",112,Společnost s ručením omezeným,1993-11-18,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,70220,Ostatní poradenství v oblasti podnikání a řízení
49622897,MÚZO Praha s.r.o.,112,Společnost s ručením omezeným,1993-11-24,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,62010,Programování
49623061,ISTAR s.r.o.,112,Společnost s ručením omezeným,1993-11-30,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
49623567,VH-COM spol. s r.o.,112,Společnost s ručením omezeným,1993-12-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46520,Velkoobchod s elektronickým a telekomunikačním zařízením a jeho díly
49623877,"FCC HP, s.r.o.",112,Společnost s ručením omezeným,1993-11-29,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
49624199,Tělocvičná jednota Sokol Kampa,736,Pobočný spolek,1991-01-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,931,Sportovní činnosti
49625837,Policejní sportovní klub Olymp Praha z.s.,706,Spolek,1990-06-08,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93130,Činnosti fitcenter
49629204,01/71 ZO ČSOP KONIKLEC,736,Pobočný spolek,1985-01-17,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94995,Činnosti environmentálních a ekologických hnutí
49656538,Vladimír RAK,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-11-01,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,581,"Vydávání knih, periodických publikací a ostatní vydavatelské činnosti"
49668048,"Pytelová Lenka, JUDr.",105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1994-06-17,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,69100,Právní činnosti
49669273,Ing. Jaroslav Herodes,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1995-02-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,431,Demolice a příprava staveniště
49679023,WAKKENHAT SECURITY a.s.,121,Akciová společnost,1993-06-29,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,80100,Činnosti soukromých bezpečnostních agentur
49679597,KRALUPOL a.s.,121,Akciová společnost,1993-06-30,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,4671,"Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky"
49679643,SEIVA s.r.o.,112,Společnost s ručením omezeným,1993-06-20,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,32500,Výroba lékařských a dentálních nástrojů a potřeb
49680811,VECTOR INTERNATIONAL spol.s r.o.,112,Společnost s ručením omezeným,1993-07-09,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,6 - 9 zaměstnanců,464,Velkoobchod s výrobky převážně pro domácnost
49681311,International Automotive Components Group s.r.o.,112,Společnost s ručením omezeným,1993-07-14,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,2000 - 2499 zaměstnanců,29320,Výroba ostatních dílů a příslušenství pro motorová vozidla
49681541,Schoeller Pharma Praha s.r.o.,112,Společnost s ručením omezeným,1993-07-14,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,46900,Nespecializovaný velkoobchod
49684370,"Techem, spol. s r. o.",112,Společnost s ručením omezeným,1993-09-29,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,82990,Ostatní podpůrné činnosti pro podnikání j. n.
49684469,"MK, s. r. o.",112,Společnost s ručením omezeným,1993-09-29,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
49684469,"MK, s. r. o.",112,Společnost s ručením omezeným,1993-09-29,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
49685490,MVV Energie CZ a.s.,121,Akciová společnost,1993-10-06,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,70100,Činnosti vedení podniků
49687981,"TOVEK, spol. s r.o.",112,Společnost s ručením omezeným,1993-10-26,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46900,Nespecializovaný velkoobchod
49687981,"TOVEK, spol. s r.o.",112,Společnost s ručením omezeným,1993-10-26,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46900,Nespecializovaný velkoobchod
49688804,synlab czech s.r.o.,112,Společnost s ručením omezeným,1993-10-22,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,500 - 999 zaměstnanců,86901,Činnosti související s ochranou veřejného zdraví
49688804,synlab czech s.r.o.,112,Společnost s ručením omezeným,1993-10-22,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,500 - 999 zaměstnanců,86901,Činnosti související s ochranou veřejného zdraví
49689479,"Tenel CZ, s.r.o.",112,Společnost s ručením omezeným,1993-10-26,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46900,Nespecializovaný velkoobchod
49702891,FLY UNITED s.r.o.,112,Společnost s ručením omezeným,1993-08-02,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,79110,Činnosti cestovních agentur
49703391,"SAVA TRADE, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-05,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
49704362,"ASIANA, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-16,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,79110,Činnosti cestovních agentur
49704478,SEOS CZ s.r.o.,112,Společnost s ručením omezeným,1993-09-30,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43210,Elektrické instalace
49705237,"Honda Česká republika, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-19,2013-01-31,,,25 - 49 zaměstnanců,45110,Obchod s automobily a jinými lehkými motorovými vozidly
49705857,A plus spol. s r.o.,112,Společnost s ručením omezeným,1993-08-25,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
49707124,BORO spol. s r.o.,112,Společnost s ručením omezeným,1993-09-06,,11002,Nefinanční podniky soukromé národní,Neuvedeno,46900,Nespecializovaný velkoobchod
49710371,"Řízení letového provozu České republiky, státní podnik (ŘLP ČR, s.p.)",301,Státní podnik,1995-01-04,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,52230,Činnosti související s leteckou dopravou
