ds,ico,nazev
yxhbzv2,00663000,Obec Trhové Dušníky
md8ap5p,00290599,Obec Trnava
tzfbzzv,00284581,Obec Trnava
6mka7kv,00848441,Obec Trnávka
pyjazms,48156931,Obec Trnávka
u9ma6qn,00275433,OBEC TRNOV
p5cb4ng,00258393,Obec Trnová
s9zj2n2,00640701,OBEC TRNOVÁ
5mybtri,00556220,Obec Trnovany
c38ars7,00637041,Obec Trnové Pole
2yzbsk8,00298514,Obec Trojanovice
gcna3dm,00271063,Obec Trojovice
3rqbicp,18244122,Obec Trokavec
gyban5j,00276201,Obec Troskovice
8g3a9fw,00278351,OBEC TROTINA
x9ebzsq,00299570,Obec Troubelice
9uyb8nq,00302104,Obec Troubky
gzyatw5,00287822,Obec Troubky-Zdislavice
7j6bawk,00282723,Obec Troubsko
5uya5hb,00580996,Obec Trpík
em9a5i6,00277495,Obec Trpín
wihavc8,00573710,Obec Trpísty
pqsbgb7,00268381,Obec Trpišovice
h8tbn5g,00277509,Obec Trstěnice
p4gb7fr,00254274,Obec Trstěnice
qypbj34,00293679,Obec Trstěnice
wsvbawp,00299588,Obec Tršice
c5yaj8m,00509841,Obec Trubín
mw9aj8h,00233935,Obec Trubská
5cmbtbb,00667889,Obec Truskovice
vkqazka,00274429,Obec Trusnov
p24a3m3,00579637,Obec Tržek
zevbq7d,00576921,Obec Třanovice
ijtbuc7,00277517,Obec Třebařov
bh4aqdd,44626614,Obec Třebčice
af5amum,00667200,Obec Třebějice
dtyawn2,00290602,OBEC TŘEBELOVICE
ntaamiy,00572705,Obec Třebeň
uf8au3b,00545627,Obec Třebenice
idybgsv,00239852,Obec Třebestovice
s97jdyu,00473375,Obec Třebešice
k6cbg64,00640298,Obec Třebešice
apma57f,00579262,OBEC TŘEBEŠOV
366b3wq,00544540,Obec Třebětice
wv7bkgs,00666548,Obec Třebětice
5b5akqc,00640247,Obec Třebětín
rhmbsh2,00235016,Obec Třebichovice
raza7dz,00278378,OBEC TŘEBIHOŠŤ
jijbayr,00264539,Obec Třebívlice
txdrft5,00235024,Obec Třebíz
vv6appd,00272221,Obec Třebnouševes
4jba7bw,00244511,Obec Třeboc
daxa2j8,00251933,Obec Třebohostice
3febw2u,00635481,Obec Třebom
6h7a8dx,00640107,Obec Třebonín
g6rbwxt,00580643,Obec Třebosice
arabayv,00241741,Obec Třebotov
q8dbfqr,00279650,Obec Třebovice
byhauty,00235792,Obec Třebovle
avnau3i,00243442,Obec Třebsko
7s6akne,00235032,Obec Třebusice
q2ia36h,00264555,Obec Třebušín
q92bkhb,00296414,Obec Třemešná
ggrbkhf,00260274,Obec Třemešné
mtgbwds,00599166,OBEC TŘESOV
y7da8uj,00269727,OBEC TŘESOVICE
curjdzg,00667897,Obec Třešovice
ucqa77e,42634547,Obec Třeštice
t6kbtnb,00635987,Obec Třeština
dbmbkg2,00235806,Obec Tři Dvory
xrcbqjj,00254304,Obec Tři Sekery
8xnaq7c,00842214,Obec Tři Studně
buqb6yb,00485365,Obec Třibřichy
xqna6nr,00272248,Obec Třtěnice
tq3bkfe,00244520,Obec Třtice
j6tbsyq,00235041,Obec Tuchlovice
uzrbxr5,00241750,Obec Tuchoměřice
4fyedpb,00235814,Obec Tuchoraz
mzkbawt,00265624,Obec Tuchořice
82ya2rf,00373583,Obec Tučapy
s2ybkc3,00362506,Obec Tučapy
6fdb5eu,00253049,Obec Tučapy
8iib2wh,00636631,Obec Tučín
8u5an75,00831727,Obec Tuhaň
ar3biir,00662178,Obec Tuhaň
nszbkj8,00235822,Obec Tuklaty
3eta2sx,00637050,Obec Tulešice
pfia5iy,00271080,Obec Tuněchody
c8bbawx,00236519,Obec Tupadly
ptea7yc,00498521,Obec Tupadly
4e2bav7,00542393,Obec Tupesy
kg8a3xi,00274445,Obec Turkovice
z3zb6e3,00582867,Obec Turovec
73cbnwz,00636649,Obec Turovice
igsajrx,00241768,Obec Tursko
2yfj2wd,00272256,OBEC TUŘ
hymakvs,00234222,Obec Tuřany
pf5bzsw,00572811,Obec Tuřany
gg2amg9,00509353,Obec Tuřice
kwxanga,00663018,Obec Tušovice
qzna6xs,00579181,OBEC TUTLEKY
hg9avjj,49208993,Obec Tužice
tmrbavb,00282731,Obec Tvarožná
7h8b46c,00285412,Obec Tvarožná Lhota
ewuj2yk,00487872,Obec Tvorovice
en5a2rv,00637068,Obec Tvořihráz
48fbkii,00576000,Obec Tvrdkov
iugbave,00283631,Obec Tvrdonice
znuamtt,00250767,Obec Tvrzice
454avu7,00573825,Obec Týček
7d8a9pg,00257338,Obec Tymákov
77ibvpt,00850641,Obec Týn nad Bečvou
tdybrjs,00573604,Obec Týnec
a8na2a9,00283649,Obec Týnec
ghtau22,00574252,Obec Týniště
x8ta5iu,00274461,Obec Týnišťko
nchbsgm,00272264,Obec Úbislavice
b53b7ei,00568759,Obec Ublo
i97aveb,00572471,Obec Úboč
su8awfr,00543586,Obec Ubušínek
ufub6fk,00262153,Obec Údlice
27za4c2,00170551,OBEC ÚDRNICE
ijza7n4,00636053,Obec Uhelná
mumaujb,00556459,Obec Úherce
ksja4dn,00258601,Obec Úherce
iica2vh,00283657,Obec Uherčice
qgmbauw,00293709,Obec Uherčice
q5xa3dh,43500081,Obec Úherčice
6dzazk6,00274470,Obec Uhersko
7bhbuda,00272281,OBEC ÚHLEJOV
xkabkj3,00635421,Obec Uhlířov
qyyak2w,00235849,Obec Uhlířská Lhota
68vb4q6,00640727,Obec Úholičky
s93ajrt,00235059,Obec Úhonice
ezcayep,00580121,Obec Úhořilka
aqha3e6,00271101,Obec Úhřetice
bdfb5bx,00274488,Obec Úhřetická Lhota
m2sjdnh,00287857,Obec Uhřice
vg5bn3f,00281131,Obec Uhřice
5jfbrr9,00285421,Obec Uhřice
j37b3bk,00368661,Obec Uhřice
suxbvgx,00636657,Obec Uhřičice
fdbaqh2,00842575,Obec Uhřínov
srwakvp,00235067,Obec Uhy
wcabs67,00599891,Obec Ujčov
skras8a,00233951,Obec Újezd
6v3bat9,00299618,Obec Újezd
tbma2vd,00637645,Obec Újezd
yh3bgb3,00600555,Obec Újezd
4i5btz3,00253839,Obec Újezd
asrb4fk,00284602,Obec Újezd
cizbidh,00573060,Obec Újezd nade Mží
szhasvd,00272299,Obec Újezd pod Troskami
9qvbpiv,47884665,Obec Újezd u Boskovic
8z4a5iq,00279668,Obec Újezd u Chocně
d88b4w7,00637769,Obec Újezd u Černé Hory
adkajuc,43313817,Obec Újezd u Plánice
vaha3xc,00274500,Obec Újezd u Přelouče
aukbkix,00488348,Obec Újezd u Rosic
htda5jg,00580597,Obec Újezd u Sezemic
rgrbvab,00573884,Obec Újezd u Svatého Kříže
qh4b4bn,00599972,Obec Újezd u Tišnova
zdwb6br,00512745,Obec Újezdec
nmcakbs,00875830,Obec Újezdec
ypwbtvc,00542288,Obec Újezdec
skna5jd,00579645,Obec Újezdec
nbved65,00583138,Obec Újezdec
dkdaqna,00266639,Obec Újezdeček
w9gasn9,00509264,Obec Ujkovice
pkbb8jn,00667901,Obec Úlehle
3ibapnt,00578631,Obec Úlibice
6wrbuq6,00258440,Obec Úlice
d5eakr4,00236535,Obec Úmonín
pajan7d,00239861,Obec Úmyslovice
4exbk8a,00293725,Obec Únanov
m4wbkgw,00599905,Obec Unčín
b5jaytg,00573701,Obec Únehle
t3gave5,00572462,Obec Únějovice
ue6bkiq,00258458,Obec Úněšov
jmvbkiu,00241792,Obec Únětice
pb8atyx,00574333,Obec Únětice
8vib757,00667919,Obec Únice
ckxap5t,00636746,Obec Unín
b62bsa6,00488356,Obec Unkovice
f89a36p,00554588,Obec Úpohlavy
ewqa8rj,00528986,Obec Urbanice
3dxa5j9,00580490,Obec Urbanice
8wsatym,00286788,Obec Urbanov
mbhbath,00288870,Obec Určice
g9abyx2,00581909,Obec Úsilné
4uravez,00572535,Obec Úsilov
tzqa2yp,00281174,Obec Úsobrno
973b3ic,00851825,Obec Ústí
mu8bqt9,00600849,Obec Ústí
d3dbrcu,00286796,Obec Ústí
bnaaw64,00635618,Obec Ústín
xeiawnr,00667218,Obec Ústrašice
qsxav6s,00511269,Obec Ústrašín
n3na24i,49464051,Obec Ústup
h9pbkc7,00366005,Obec Úsuší
nx9a3vk,00579653,Obec Útěchov
9bcbgbv,00511331,Obec Útěchovice
yjwayeg,00511251,Obec Útěchovice pod Stražištěm
mwdanzq,00511340,Obec Útěchovičky
uxea83q,00257354,Obec Útušice
ewmbi4j,00255106,Obec Útvina
sxnbasy,00296422,Obec Úvalno
kxcb7ec,00251968,Obec Uzenice
qvjamtw,00667927,Obec Uzeničky
mq5a7ph,00237256,Obec Úžice
nwpakry,00236543,Obec Úžice
h6dbas4,00285439,Obec Vacenovice
yhgaj34,00508365,Obec Václavice
3v7ar49,00296449,Obec Václavov u Bruntálu
ge4bfqx,00297330,Obec Václavovice
pp5j2yh,00640018,Obec Václavy
6t5b43z,00250783,Obec Vacov
xbmb52s,00667935,Obec Vacovice
x4mawr3,00667226,OBEC VAL
y3aapqq,00275484,OBEC VAL
ftibhmt,00304352,Obec Valašská Bystřice
6ivbsar,00304361,Obec Valašská Polanka
3n4bspj,00635774,Obec Valašská Senice
xxjasrj,00304395,Obec Valašské Příkazy
iajbhjw,00841838,Obec Valchov
bn3a6qy,00272311,Obec Valdice
2x2b7qk,44065523,Obec Valdíkov
yniap3k,00290637,Obec Valeč
3vbauvg,00255114,Obec Valeč
kcxa7hu,00555967,Obec Valkeřice
jbnbnvw,00576034,Obec Valšov
ykhbund,00637653,Obec Valtrovice
gbhb474,00572781,Obec Valy
4fmb656,00274526,Obec Valy
8vmbvs4,42634539,Obec Vanov
fcfatab,00281191,Obec Vanovice
93aayhk,42634571,Obec Vanůvek
js8arh5,00542334,Obec Vápenice
cmibkdq,00303526,Obec Vápenná
zw8a3dd,00271110,Obec Vápenný Podol
b68a5k3,00274534,Obec Vápno
zfxazqz,00373958,Obec Vápovice
ypzbhia,00512001,Obec Varvažov
inmaxb8,00842362,Obec Vatín
s9sbisy,00281204,Obec Vavřinec
xpyakrv,00236551,Obec Vavřinec
zdzbtyn,00373591,Obec Vážany
vhzbka6,00636681,Obec Vážany
3t9bkcx,00542318,Obec Vážany
2z3a25t,00368725,Obec Vážany nad Litavou
5wfbwyw,00554847,Obec Vchynice
pk7b5se,00245607,Obec Včelná
994awxj,00511196,Obec Včelnička
7awax5d,00842184,Obec Věchnov
zrybj3z,00295621,Obec Věcov
tnfbus7,00264598,Obec Vědomice
f7ebj38,00293741,Obec Vedrovice
yjtbarh,00258474,Obec Vejprnice
4ztazeh,00573876,Obec Vejvanov
vrsa5ks,00271136,Obec Vejvanovice
h5ka28d,00488364,Obec Velatice
kiyawdy,18246095,Obec Velečín
psibark,00291536,Obec Velehrad
6vdaqwd,00264601,Obec Velemín
xu2aqrc,00556467,Obec Velemyšleves
8web5cw,00240940,Obec Veleň
n7nbwjf,00640603,Obec Velenice
xkfeftc,00673072,Obec Velenice
tuab8cg,00640697,Obec Velenka
8gaazv2,47884541,Obec Velenov
yn5bkbj,00292419,Obec Velešovice
c6gbstk,00542385,Obec Veletiny
qttatdh,00235857,Obec Veletov
976bq79,00256242,Obec Velhartice
pvubkbn,00255122,Obec Velichov
defapf3,00273155,OBEC VELICHOVKY
wr7aqzw,00262188,Obec Veliká Ves
643akj4,43750486,Obec Veliká Ves
ey9bars,00235865,Obec Velim
dr2bqwq,00274542,Obec Veliny
swpbpwc,00232921,Obec Veliš
xfeatvf,00272337,Obec Veliš
2sda7g5,00244571,Obec Velká Buková
96hbkep,00555886,Obec Velká Bukovina
8vwawrx,47015951,Obec Velká Chmelištná
j58awqu,00249289,Obec Velká Chyška
bt5baqd,00235083,Obec Velká Dobrá
r9jbapp,00572756,Obec Velká Hleďsebe
kesapk7,00273163,OBEC VELKÁ JESENICE
zc8bkev,00635855,Obec Velká Kraš
b7bas9w,00473901,Obec Velká Lečice
uaaatu2,00304409,Obec Velká Lhota
qjxbkez,00295655,Obec Velká Losenice
57ybaqy,00285447,Obec Velká nad Veličkou
k9nbsq7,00300829,Obec Velká Polom
9wza33x,00279692,Obec Velká Skrovnice
nbmbu9w,00576018,Obec Velká Štáhle
zgtawxp,00667943,Obec Velká Turná
ixsbkfh,00600679,Obec Velké Albrechtice
kmebaq8,00267139,Obec Velké Březno
mjvbqd4,66109973,Obec Velké Chvojno
22ubapj,00300837,Obec Velké Heraltice
pjmbnns,00283681,Obec Velké Hostěrádky
c4zazcz,00300845,Obec Velké Hoštice
mcabidb,00256251,Obec Velké Hydčice
69ubpks,00840637,Obec Velké Janovice
pinb3s5,00304417,Obec Velké Karlovice
tdaa7nw,00635952,Obec Velké Kunětice
hgabapt,00303551,Obec Velké Losiny
n4fbana,00273171,OBEC VELKÉ PETROVICE
xwbb6w4,00240966,Obec Velké Popovice
qj4efnb,00241806,Obec Velké Přílepy
himbzd9,00235091,Obec Velké Přítočno
5hvbamn,00278394,OBEC VELKÉ SVATOŇOVICE
wgjbpkw,00842451,Obec Velké Tresné
p4nbirk,00238821,Obec Velké Všelisy
wetbu6g,00264610,Obec Velké Žernoseky
aasbgvb,00286834,Obec Velký Beranov
iyuauy4,00256269,Obec Velký Bor
33cajrm,00237264,Obec Velký Borek
wtuavsd,00509850,Obec Velký Chlumec
swva289,00637076,Obec Velký Karlov
xkjamiv,00883603,Obec Velký Luh
5e6bvbk,00572446,Obec Velký Malahov
nftb32p,00284637,Obec Velký Ořechov
a52bam3,00235873,Obec Velký Osek
3f7b6kq,00666556,OBEC Velký Ratmírov
xckbqwe,00515931,Obec Velký Rybník
zgqa9as,00273180,Obec Velký Třebešov
uqkbams,00299669,Obec Velký Týnec
bb6an66,00672891,Obec Velký Valtinov
feva7mp,00576930,Obec Vělopolí
jhkbp45,00556475,Obec Veltěže
v68bn6r,00235881,Obec Veltruby
6i3a5kn,00277541,Obec Vendolí
5deb2v4,63026112,Obec Vendryně
gazawk5,00268437,Obec Vepříkov
p4uav3g,00374440,Obec Vepřová
b4pa3ks,00279706,Obec Verměřovice
6zdbkda,00654124,OBEC VERNÉŘOVICE
wbpawwa,60045493,Obec Vernířovice
pkebv8j,00635707,Obec Věrovany
cwaaqjx,00255131,Obec Verušičky
rjgbakd,00298531,Obec Veřovice
qvyb6r3,00257362,Obec Ves Touškov
wp3b7xr,00667234,Obec Vesce
bxfbkad,00276243,Obec Veselá
v74bkdg,00226203,Obec Veselá
ds4azfb,00259195,Obec Veselá
pjtazyn,00249327,Obec Veselá
78patvb,00555908,Obec Veselé
q83bzmp,00274569,Obec Veselí
nuxasbi,00509060,Obec Veselice
aq4bxn5,00476463,Obec Veselíčko
hpsbs2n,00302198,Obec Veselíčko
8kga8nu,00268445,Obec Veselý Žďár
cytasj8,00507644,Obec Vestec
niqaunn,00239909,Obec Vestec
gbsa56w,00653985,OBEC VESTEC
mpabpk2,00599913,Obec Věstín
j6wbgmn,00243493,Obec Věšín
2dcb6u7,00285463,Obec Věteřov
4pebqfq,00240974,Obec Větrušice
i27bjnh,00849740,Obec Větřkovice
fjrbyba,00246182,Obec Větřní
q5rbp3k,00637084,Obec Vevčice
zkbajti,00378640,Obec Veverské Knínice
2n3avw5,00268453,Obec Věž
e4jbkbs,00287865,Obec Věžky
6njasgh,00600857,Obec Věžky
jscauac,00476749,Obec Věžná
k65bqqy,00599921,Obec Věžná
h7fajbq,00373966,Obec Věžnice
t33brn4,00268461,Obec Věžnice
gx8azgq,00373974,Obec Věžnička
848b3sv,00665649,Obec Věžovatá Pláně
u2qbimr,00288888,Obec Víceměřice
77fb72v,00666891,Obec Vícemil
695aqjk,44065531,Obec Vícenice
64sbjka,00599174,Obec Vícenice u Náměště nad Oslavou
bsabsmy,00276251,OBEC VÍCHOVÁ NAD JIZEROU
ubrbmbq,00288896,Obec Vícov
8qjbrsm,00304433,Obec Vidče
fv3bjm4,00842583,Obec Vídeň
j4ga4ac,00572411,Obec Vidice
8g9akrr,00236560,Obec Vidice
w6jbz2a,00662313,Obec Vidim
fcca5me,00277550,Obec Vidlatá Seč
wuqasz4,00272345,OBEC VIDOCHOV
brka8q7,00295736,Obec Vidonín
uj8bqi8,00581917,Obec Vidov
cumajse,00304441,Obec Vigantice
ffuashb,00636070,Obec Vikantice
fvybvy6,00635898,Obec Vikýřovice
hema5wc,00543772,Obec Vílanec
y3vbjyn,00580767,OBEC VILANTICE
7svbjpk,00261769,Obec Vilémov
mywaqzz,00262200,Obec Vilémov
wzkbjpq,00635316,Obec Vilémov
dswbm5e,00637211,Obec Vilémovice
irxa8va,00268488,Obec Vilémovice
we7ajs7,00667242,Obec Vilice
p5ma5ma,00271144,Obec Vinary
e8xa6eg,00269751,OBEC VINARY
terby5j,00236578,Obec Vinaře
8nbaqr7,00265683,Obec Vinařice
uc2jdqb,00509027,Obec Vinařice
3c3a8ci,00235113,Obec Vinařice
sjhb7du,00509868,Obec Vinařice
iuabxjk,47919761,Obec Vincencov
rabamg3,00508900,Obec Vinec
6zabwqd,00488372,Obec Viničné Šumice
mmtav5e,00259641,Obec Vintířov
z6qbjq5,00295744,OBEC VÍR
c2da9pt,00179671,Obec Víska
ywwa5m6,00277568,Obec Víska u Jevíčka
3p6a286,00281263,Obec Vísky
iu9bifa,18244033,Obec Vísky
rdfbjq9,00263265,Obec Višňová
icwb79c,00512753,Obec Višňová
cu2b4qj,00243507,Obec Višňová
7fpb263,00271152,Obec Vítanov
p85ash7,00600091,Obec Vitčice
9p7a5m3,00277576,Obec Vítějeves
637apcd,00250813,Obec Vitějovice
v83a696,00278432,Obec Vítězná
jf8akaf,00235890,Obec Vitice
jvrathc,00581925,Obec Vitín
m9ybqge,00272361,Obec Vitiněves
7mtbfp5,00276260,Obec Vítkovice
kt5bjh9,00637092,Obec Vítonice
jukbvbt,00380873,Obec Vítonice
tugbjnb,00509876,Obec Vižina
ffgb3vj,46276033,Obec Vlachova Lhota
u3sas6c,00842664,Obec Vlachovice
necbajy,00284670,Obec Vlachovice
r7zatj6,00236586,Obec Vlačice
annbjbr,00283711,Obec Vlasatice
tnma744,00511773,Obec Vlastec
e7ybjis,00236594,Obec Vlastějovice
aypb5nt,00253103,Obec Vlastiboř
u9qaudj,00525537,Obec Vlastiboř
de2bjp2,00671878,Obec Vlastibořice
j4jarx9,00481661,Obec Vlastislav
fhea9mw,00599182,Obec Vlčatín
ewibvfn,00666572,Obec Vlčetínec
qsjb7i3,00667251,Obec Vlčeves
fidauhi,00574279,Obec Vlčí
ihga5nt,00274585,Obec Vlčí Habřina
64yaww6,00636045,Obec Vlčice
we3ed3p,00278441,OBEC VLČICE
k9ua523,00279714,Obec Vlčkov
ukharhy,00568767,OBEC VLČKOVÁ
4tsbaib,00278459,OBEC VLČKOVICE V PODKRKONOŠÍ
nx3bqjq,00291561,Obec Vlčnov
jj5br4e,00574058,Obec Vlčtejn
emda8bd,00235903,Obec Vlkančice
rk2brq2,00236608,Obec Vlkaneč
ym9bn4u,00572233,Obec Vlkanov
kx8b4m5,00580139,Obec Vlkanov
c9aavsm,00509001,Obec Vlkava
t2hbaif,00285471,Obec Vlkoš
ez5a7yi,00600865,Obec Vlkoš
2ydeean,00667269,Obec Vlkov
v5uajcz,00295752,Obec Vlkov
qnnazq5,00581933,Obec Vlkov
i36a6i7,00273198,OBEC VLKOV
zktbsek,00239917,Obec Vlkov pod Oškobrhem
uw5b74y,00572764,Obec Vlkovice
6ysap5d,00511994,Obec Vlksice
i88baim,00285480,Obec Vnorovy
mhcbndt,00258491,Obec Vochov
77qa8zp,00281271,Obec Voděrady
j7va3hc,00279731,Obec Voděrady
afxbair,00275506,Obec Voděrady
kzgaqgh,00253138,Obec Vodice
fwcakku,00240991,Obec Vodochody
7cnasjt,00640085,Obec Vodranty
pwta67c,00473413,Obec Vodslivy
4sza2yj,00366013,Obec Vohančice
ev2anun,00232955,Obec Vojkov
z9xb7ma,00488381,Obec Vojkovice
bhtbpej,00255157,Obec Vojkovice
vmebjh4,00577081,Obec Vojkovice
d5tb5p8,00237299,Obec Vojkovice
95wap6s,00512044,Obec Vojníkov
y6panxp,00249394,Obec Vojslavice
mrqb3xd,00572721,Obec Vojtanov
tara5np,00271161,Obec Vojtěchov
573aydx,00511307,Obec Vokov
wnpa35z,00272370,Obec Volanice
id6at4s,00235911,Obec Volárna
ucmbiif,00259217,Obec Volduchy
28vazjr,00274593,Obec Voleč
6znamc4,00397342,Obec Volenice
g7ib6hm,00243515,Obec Volenice
tksbpzp,00266175,Obec Volevčice
uttbwiw,42634687,Obec Volevčice
rveb7ah,00261076,Obec Volfartice
m23b4dj,00247715,Obec Volfířov
6wnb638,00241822,Obec Vonoklasy
gi7byus,00271187,Obec Vortová
6apap23,00243531,Obec Voznice
sjpbipp,00581941,Obec Vrábče
jcma9rm,00279749,OBEC VRACLAV
2pxas5u,00232971,Obec Vracovice
436bp4v,00637106,Obec Vracovice
ezub6zq,00580856,Obec Vračovice-Orlov
eirbgn7,00237302,Obec Vraňany
qr3ayx4,00663026,Obec Vrančice
jr6bgyi,00241831,Obec Vrané nad Vltavou
xnzazv8,00282855,Obec Vranov
fv6a9a3,00232980,Obec Vranov
ggnbwuh,00869007,Obec Vranov
chfa29w,00532207,Obec Vranová
qi3bn7a,00277584,Obec Vranová Lhota
3dubfw9,00283720,Obec Vranovice
c75bxk7,00243558,Obec Vranovice
y2eashz,00288926,Obec Vranovice-Kelčice
a43bprf,00637114,Obec Vranovská Ves
vdwa26c,00637122,Obec Vratěnín
7ikatsz,00599930,Obec Vratislávka
7rwbyty,00639753,Obec Vrátkov
z3kamgx,00509418,Obec Vrátno
diked69,00581950,Obec Vráto
xvmbkz8,00250210,Obec Vráž
7bpa7p7,00233994,Obec Vráž
4mrbjn8,00264644,Obec Vražkov
cpgar52,62351290,Obec Vražné
332a5nj,00579661,Obec Vrážné
3cvbu2m,00288934,Obec Vrbátky
cvba5pb,00271195,Obec Vrbatův Kostelec
bcjb748,00235920,Obec Vrbčany
xpsa9f2,00578649,Obec Vrbice
6n3by3i,00264652,Obec Vrbice
ndja2z8,00283738,Obec Vrbice
9evj9rz,00579211,Obec Vrbice
p4tedzv,00583421,Obec Vrbice
hnwbvtx,00876127,Obec Vrbice
ky4bzut,00573302,Obec Vrbice
zxbaq28,00828807,Obec Vrbičany
xjbbzpf,00640476,Obec Vrbičany
ggua96e,47930284,OBEC VRBKA
9p4bfy3,00556483,Obec Vrbno nad Lesy
crtbgte,00239933,Obec Vrbová Lhota
v2faj5z,00293831,Obec Vrbovec
hqnbp9d,00288942,Obec Vrchoslavice
2y4bf95,00673081,Obec Vrchovany
vwjb8mf,00578827,OBEC VRCHOVNICE
hjhbwky,00848514,Obec Vrchy
ek4b7cm,00476471,Obec Vrcovice
d8ma8n9,00257427,Obec Vrčeň
mggbq64,00236616,Obec Vrdy
3xnbjjv,00256307,Obec Vrhaveč
qcfa337,00262218,Obec Vrskmaň
hn4a85u,00272400,Obec Vršce
n3raqrg,00831841,Obec Vršovice
mgrar5w,00635588,Obec Vršovice
thab25s,00273210,OBEC VRŠOVKA
854byzk,00526061,Obec Vrutice
mwaazct,00298581,Obec Vřesina
wuibfp8,00635545,Obec Vřesina
dhuann3,00573400,Obec Vřeskovice
hpya6cj,00578657,Obec Vřesník
8eia7fm,00259667,Obec Vřesová
btca26j,00285501,Obec Vřesovice
9tpashv,00288951,Obec Vřesovice
7beb6qd,00257435,Obec Vstiš
5rgbgmd,00239941,Obec Všechlapy
qs6jd2r,00473383,Obec Všechlapy
8m8a24b,00366072,Obec Všechovice
qvdbah2,00302228,Obec Všechovice
v5jbid7,00572993,Obec Všehrdy
ydva9ic,00673293,Obec Všehrdy
f34bah8,00238902,Obec Všejany
jhsa3e2,00572365,Obec Všekary
npkbmc9,00263303,Obec Všelibice
7atbage,00544507,Obec Všemina
zahb64r,00245666,Obec Všemyslice
whibagi,00276278,Obec Všeň
dxdavvx,00573833,Obec Všenice
r3qaw5f,00241849,Obec Všenory
dm2avfu,00572454,Obec Všepadly
f4ya7qz,00234001,Obec Všeradice
rpgb53b,00271209,Obec Všeradov
mmqa8gh,00241016,Obec Všestary
wmib5xg,00269760,OBEC VŠESTARY
s6ga88y,00237311,Obec Všestudy
nj4byge,00673331,Obec Všestudy
j3pauqj,00640026,Obec Všesulov
mp9bagq,00244601,Obec Všetaty
mfsa69a,00663034,Obec Vševily
s8wbmja,00290696,Obec Výčapy
brbb7rd,00666581,Obec Vydří
nkvb727,00239950,Obec Vykáň
h5ebpwg,00249408,Obec Vyklantice
qzraukq,00850659,Obec Výkleky
sribv9y,00279765,Obec Výprachtice
ccaa9kh,00653331,OBEC VÝRAVA
c5sa8ws,00573027,Obec Výrov
cqxbjkq,00637131,Obec Výrovice
a3tjd6q,00276286,OBEC VYSKEŘ
cwybagt,00249416,Obec Vyskytná
6ktax23,00286893,Obec Vyskytná nad Jihlavou
35pbafz,00637149,Obec Vysočany
dkaa2zc,00281301,Obec Vysočany
ya6bt88,00271217,Obec Vysočina
4gkbrzs,00237337,Obec Vysoká
mnka5p8,00277606,Obec Vysoká
v25a52x,15060900,Obec Vysoká
bivaxx6,00296465,Obec Vysoká
dfwbgwq,00511374,Obec Vysoká Lhota
zmkbzyd,47733373,Obec Vysoká Libyně
h7xbrwr,00269786,OBEC VYSOKÁ NAD LABEM
zc5bwry,00872083,Obec Vysoká Pec
4stbpnp,00262242,Obec Vysoká Pec
yc7apmg,00273228,OBEC VYSOKÁ SRBSKÁ
xemakbn,00243574,Obec Vysoká u Příbramě
zdba93s,00842397,Obec Vysoké
wfva5p4,00274607,Obec Vysoké Chvojno
py9bjin,00284700,OBEC VYSOKÉ POLE
34wa2v9,00282871,Obec Vysoké Popovice
25abn2u,42634610,Obec Vysoké Studnice
b2ubjhd,00653497,OBEC VYSOKOV
9ftap3g,00234010,Obec Vysoký Újezd
sk9bztb,00508543,Obec Vysoký Újezd
mi7a6ga,00579220,OBEC VYSOKÝ ÚJEZD
z7sat9q,00373982,Obec Vystrčenovice
h4mbgcp,00511226,Obec Vystrkov
svtbspn,00274615,Obec Vyšehněvice
2x5bvdh,00853101,Obec Vyšehoří
g44br6b,00241024,OBEC VYŠEHOŘOVICE
hfkaqsy,00265721,Obec Výškov
5dsarhu,00542342,Obec Vyškovec
924bk7r,00577014,Obec Vyšní Lhoty
ikyasiq,00288969,Obec Výšovice
yxkbpiy,00639761,Obec Výžerky
686a5py,00496995,Obec Vyžice
pu9ap3r,00235938,Obec Vyžlovka
ra4au2w,00473421,Obec Xaverov
gfsbzmt,00600873,Obec Zábeštní Lhota
fzja8hz,00599948,Obec Záblatí
cpybyq4,00250848,Obec Záblatí
64kb8af,00512761,Obec Záblatí
i2hazrm,00543781,Obec Záborná
dfqb5kw,00245691,Obec Záboří
5teandn,00252018,Obec Záboří
w9yby9a,00236624,Obec Záboří nad Labem
vb8eeb9,00583146,Obec Zábrdí
eijb5cc,00273244,OBEC ZÁBRODÍ
wtjbutj,00266647,Obec Zabrušany
9fibn4n,00580872,OBEC ZÁBŘEZÍ-ŘEČICE
kvya3kn,00279790,Obec Záchlumí
6b9a66q,00573621,Obec Záchlumí
5gwbpr2,00515809,Obec Zachotín
dxybr5w,00653438,OBEC ZACHRAŠŤANY
mskby63,00573671,Obec Zadní Chodov
ykredjk,00667277,Obec Zadní Střítež
qigasxb,00234028,Obec Zadní Třebaň
iujayie,42634563,Obec Zadní Vydří
adhav7f,00599956,Obec Zadní Zhořec
gmza3tt,00279781,Obec Zádolí
ydsbjvc,00572772,Obec Zádub-Závišín
d63arin,00284718,Obec Zádveřice-Raková
fbsjdxj,00581372,Obec Zahájí
nycarig,00287890,OBEC ZAHNAŠOVICE
ptgedjp,00667951,Obec Zahorčice
